label,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100
0,1120,1992,25,18,18,16,17,18,2088,2637,2424,2055,18,17,17,2488,2104,808,19,16,999,2612,1550,1560,18,17,18,18,23,258,18,17,16,18,18,17,19,376,17,18,17,17,1114,2796,1926,938,522,153,18,17,17,18,17,17,18,18,16,18,468,1370,916,231,26,27,256,879,1559,2208,2215,1327,124,19,18,17,18,18,18,17,17,18,18,18,18,18,18,18,587,1546,1784,1391,1314,1573,2112,2482,2378,1184,22,17,17,17
0,3908,484,18,17,18,18,1691,1835,28,16,17,18,18,17,2214,2771,2494,2379,45,16,53,2728,2528,866,207,366,1498,2458,1525,770,20,18,17,17,18,18,17,19,17,18,18,20,27,552,19,17,17,18,804,2426,2339,1340,824,240,24,17,17,17,17,17,17,18,17,18,144,963,802,199,24,28,493,1218,1842,2142,2080,1320,433,18,17,18,17,18,18,17,17,17,17,18,18,18,17,17,478,1470,1624,1230,1112,1411,2110,2380
1,3574,19,19,16,19,14,3130,1947,922,523,14,18,17,515,2863,3144,2868,1846,18,17,2577,2995,1282,18,18,18,1843,2968,1739,199,17,18,17,18,691,18,18,17,15,16,18,29,1968,1631,290,17,21,3102,2890,2148,1206,19,16,17,18,18,18,18,18,18,16,17,539,2746,2764,2030,937,29,18,18,30,769,1808,1930,735,18,17,18,18,18,18,18,17,18,19,367,642,19,18,18,18,1668,2898,2438,1435,473,636,1791,2864,2699
1,4019,803,17,17,17,2,616,3336,40,105,17,19,18,18,2427,2979,2698,2184,18,16,16,2150,2498,732,18,17,17,2107,2478,2008,87,16,17,17,19,1282,62,18,17,16,16,16,16,1018,163,18,16,17,2531,2890,1758,952,131,18,18,17,17,17,17,18,18,18,416,1440,2874,2454,1374,369,17,17,18,252,1181,2290,1644,537,18,17,17,18,17,18,17,17,16,17,25,16,16,18,18,27,1649,2562,2154,1476,1346,1795,2572,2770
2,2734,1398,668,21,18,18,18,17,18,18,17,18,18,17,22,1051,2304,1526,907,18,18,17,18,1110,2859,29,17,18,576,2698,2244,1632,440,19,18,17,18,17,17,349,178,17,17,17,17,28,18,18,18,18,18,17,17,18,17,18,18,18,26,540,1451,831,19,17,17,17,556,2386,2488,1246,17,17,18,17,18,17,17,16,17,17,17,16,16,17,18,18,18,17,17,16,19,138,1000,986,783,867,1430,1970,1933,1339
2,3107,3304,1274,17,17,16,17,17,17,18,18,18,17,17,17,472,2226,2110,1334,18,17,18,18,557,2770,716,17,17,100,2550,2499,1913,266,17,17,17,17,17,18,28,26,18,18,18,16,17,18,17,18,17,16,17,16,17,18,19,82,306,376,1014,1805,1000,18,18,17,18,1106,2736,2242,820,18,18,17,17,18,18,18,18,17,18,17,17,16,16,16,16,17,17,18,17,17,630,1126,1013,811,1056,1763,1738,1450,499
3,3370,3400,2767,19,16,17,16,17,16,18,17,17,17,16,26,2264,2479,2018,886,18,17,16,17,1490,3190,18,17,17,17,2704,2972,2302,978,18,17,18,17,17,17,634,1454,18,16,16,17,539,25,16,16,16,16,18,16,17,17,25,978,1746,2282,2590,1490,18,16,16,16,530,2928,2762,1500,17,16,18,17,18,17,16,16,17,16,16,16,338,649,302,16,16,17,16,17,778,2547,2384,1955,1573,2227,2418,2090,989,18,17
3,3548,3371,3016,18,16,16,15,17,14,14,18,17,17,18,395,3163,2512,2066,378,18,16,15,18,2084,3250,18,18,17,17,3074,2990,2536,1546,19,17,17,18,18,18,1918,2226,18,17,17,97,1482,19,16,17,17,16,17,16,16,17,1065,2338,2574,2798,1906,22,15,17,16,257,3058,2900,1958,18,17,18,17,17,17,17,16,19,20,16,18,659,1206,946,17,16,16,16,16,1146,2858,2611,1973,1606,2387,2498,2222,938,18,18,17
4,1240,3386,2999,19,10,11,16,17,2894,2782,1130,16,16,16,17,2822,3066,2800,1836,17,16,569,2850,2514,950,17,18,907,2340,2410,1340,18,17,17,16,17,15,16,17,16,16,16,16,16,294,30,17,17,17,1666,2898,2434,1391,18,16,16,15,15,16,16,16,16,16,16,16,726,2240,2450,1716,683,101,464,1772,2762,2452,1042,18,16,17,17,16,17,17,17,16,16,18,17,17,16,17,16,16,1762,2874,2526,1586,488,485,1609
4,2866,2966,2012,18,14,16,17,2784,2746,1674,16,15,16,16,533,2130,2555,1747,405,126,1790,3000,2708,1618,27,16,958,2590,2531,1697,331,19,24,28,365,788,261,18,16,17,18,17,16,16,17,16,17,16,259,1739,1801,505,25,280,906,996,634,164,18,18,17,17,16,28,480,593,295,27,202,1072,2219,2543,2384,1843,931,201,27,306,644,236,18,18,17,17,17,17,16,16,17,17,16,543,1343,1277,706,848,1678,2674,2691,2351
